year,family_group,family_group_label,children_count,children_label,income_band_order,income_band_key,income_band,families,families_stated_total,share_within_child_group,aggregation_note
2021,couple,Couple families with children,2,2 children,11,2000_2499,"$2,000-$2,499",166357,1152489,0.14434584625102712,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,3,3 children,11,2000_2499,"$2,000-$2,499",55783,397905,0.14019175431321546,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,4m,4+ children,11,2000_2499,"$2,000-$2,499",18795,98106,0.19157849672802887,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,1,1 child,12,2500_2999,"$2,500-$2,999",129586,995272,0.13020159313232965,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,2,2 children,12,2500_2999,"$2,500-$2,999",150787,1152489,0.13083595591801744,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,3,3 children,12,2500_2999,"$2,500-$2,999",48943,397905,0.12300172151644237,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,4m,4+ children,12,2500_2999,"$2,500-$2,999",14565,98106,0.14846186777567122,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,1,1 child,13,3000_3999,"$3,000-$3,999",186074,995272,0.1869579371267352,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,2,2 children,13,3000_3999,"$3,000-$3,999",239776,1152489,0.20805057575386837,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,3,3 children,13,3000_3999,"$3,000-$3,999",75730,397905,0.19032181048240157,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,4m,4+ children,13,3000_3999,"$3,000-$3,999",19895,98106,0.20279085886693984,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,1,1 child,14,4000more,"$4,000 or more",207123,995272,0.20810692956297375,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,2,2 children,14,4000more,"$4,000 or more",332789,1152489,0.2887567690450842,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,3,3 children,14,4000more,"$4,000 or more",116582,397905,0.29298953267739786,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,couple,Couple families with children,4m,4+ children,14,4000more,"$4,000 or more",0,98106,0.0,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,1,negative_nil,Negative/Nil income,7291,453137,0.016090056649534248,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,1,negative_nil,Negative/Nil income,3039,226208,0.013434538124204273,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,1,negative_nil,Negative/Nil income,607,69912,0.00868234351756494,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,1,negative_nil,Negative/Nil income,187,24365,0.007674943566591422,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,2,1_149,$1-$149,6980,453137,0.015403729997771093,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,2,1_149,$1-$149,2753,226208,0.01217021502334135,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,2,1_149,$1-$149,478,69912,0.006837166723881451,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,2,1_149,$1-$149,55,24365,0.002257336343115124,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,3,150_299,$150-$299,21541,453137,0.04753749969655976,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,3,150_299,$150-$299,9805,226208,0.043345062950912436,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,3,150_299,$150-$299,2559,69912,0.03660315825609337,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,3,150_299,$150-$299,777,24365,0.031890006156371845,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,4,300_399,$300-$399,34706,453137,0.07659052339579421,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,4,300_399,$300-$399,15733,226208,0.06955103267788938,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,4,300_399,$300-$399,4801,69912,0.06867204485639089,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,4,300_399,$300-$399,1477,24365,0.060619741432382516,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,5,400_499,$400-$499,54084,453137,0.11935463226353178,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,5,400_499,$400-$499,38708,226208,0.17111684821049652,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,5,400_499,$400-$499,13270,69912,0.18981004691612313,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,5,400_499,$400-$499,4013,24365,0.16470346808947262,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,6,500_649,$500-$649,25946,453137,0.05725862156478063,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,6,500_649,$500-$649,8719,226208,0.03854417173574763,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,6,500_649,$500-$649,3180,69912,0.04548575351870923,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,6,500_649,$500-$649,1410,24365,0.057869895341678634,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,7,650_799,$650-$799,64870,453137,0.14315758810249438,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,7,650_799,$650-$799,30748,226208,0.13592799547319281,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,7,650_799,$650-$799,13201,69912,0.18882309188694357,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,7,650_799,$650-$799,6398,24365,0.2625897804227375,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,8,800_999,$800-$999,56794,453137,0.12533516353773805,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,8,800_999,$800-$999,24457,226208,0.1081173079643514,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,8,800_999,$800-$999,7738,69912,0.11068200022885914,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,8,800_999,$800-$999,3319,24365,0.13621998768725632,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,9,1000_1499,"$1,000-$1,499",94223,453137,0.20793490710314982,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,9,1000_1499,"$1,000-$1,499",43552,226208,0.19253076814259443,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,9,1000_1499,"$1,000-$1,499",12291,69912,0.1758067284586337,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,9,1000_1499,"$1,000-$1,499",4309,24365,0.17685204186332854,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,10,1500_1999,"$1,500-$1,999",44108,453137,0.09733921529250536,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,10,1500_1999,"$1,500-$1,999",23671,226208,0.1046426297920498,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,10,1500_1999,"$1,500-$1,999",6149,69912,0.08795342716557959,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,10,1500_1999,"$1,500-$1,999",1480,24365,0.0607428688692797,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,11,2000_2499,"$2,000-$2,499",19684,453137,0.04343940132895791,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,11,2000_2499,"$2,000-$2,499",9530,226208,0.04212936766162116,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,11,2000_2499,"$2,000-$2,499",2275,69912,0.032540908570774685,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,11,2000_2499,"$2,000-$2,499",442,24365,0.01814077570285245,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,12,2500_2999,"$2,500-$2,999",16031,453137,0.03537782171837656,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,12,2500_2999,"$2,500-$2,999",10840,226208,0.0479204979487905,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,12,2500_2999,"$2,500-$2,999",2273,69912,0.03251230117862456,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,12,2500_2999,"$2,500-$2,999",328,24365,0.013461933100759285,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,13,3000_3999,"$3,000-$3,999",6243,453137,0.01377729031176002,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,13,3000_3999,"$3,000-$3,999",3821,226208,0.01689153345593436,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,13,3000_3999,"$3,000-$3,999",885,69912,0.01265877102643323,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,13,3000_3999,"$3,000-$3,999",131,24365,0.005376564744510568,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,1,1 child,14,4000more,"$4,000 or more",636,453137,0.0014035490370461912,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,2,2 children,14,4000more,"$4,000 or more",832,226208,0.0036780308388739565,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,3,3 children,14,4000more,"$4,000 or more",205,69912,0.0029322576953884883,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2011,one_parent,One-parent families,4m,4+ children,14,4000more,"$4,000 or more",39,24365,0.0016006566796634516,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,1,negative_nil,Negative/Nil income,10574,485035,0.02180048862453225,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,1,negative_nil,Negative/Nil income,5078,245700,0.020667480667480666,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,1,negative_nil,Negative/Nil income,1270,74689,0.017003842600650697,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,1,negative_nil,Negative/Nil income,484,26501,0.018263461756160147,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,2,1_149,$1-$149,4867,485035,0.010034327419670745,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,2,1_149,$1-$149,1764,245700,0.0071794871794871795,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,2,1_149,$1-$149,302,74689,0.004043433437320087,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,2,1_149,$1-$149,92,26501,0.003471567110675069,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,3,150_299,$150-$299,16266,485035,0.03353572422608678,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,3,150_299,$150-$299,7413,245700,0.030170940170940172,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,3,150_299,$150-$299,1702,74689,0.022787826855360228,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,3,150_299,$150-$299,530,26501,0.01999924531149768,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,4,300_399,$300-$399,18500,485035,0.03814157741193935,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,4,300_399,$300-$399,10459,245700,0.042568172568172566,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,4,300_399,$300-$399,3054,74689,0.040889555356210416,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,4,300_399,$300-$399,953,26501,0.03596090713557979,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,5,400_499,$400-$499,33880,485035,0.0698506293360273,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,5,400_499,$400-$499,15290,245700,0.062230362230362234,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,5,400_499,$400-$499,4510,74689,0.06038372451097217,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,5,400_499,$400-$499,1447,26501,0.05460171314290027,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,6,500_649,$500-$649,47179,485035,0.09726926922799385,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,6,500_649,$500-$649,31162,245700,0.12682946682946683,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,6,500_649,$500-$649,10373,74689,0.13888256637523597,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,6,500_649,$500-$649,3411,26501,0.12871212407078977,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,7,650_799,$650-$799,53083,485035,0.10944158668962034,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,7,650_799,$650-$799,26975,245700,0.10978835978835978,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,7,650_799,$650-$799,12088,74689,0.16184444831233516,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,7,650_799,$650-$799,4663,26501,0.17595562431606354,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,8,800_999,$800-$999,61189,485035,0.12615378271671115,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,8,800_999,$800-$999,25566,245700,0.10405372405372405,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,8,800_999,$800-$999,8995,74689,0.12043272771090789,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,8,800_999,$800-$999,4575,26501,0.1726349949058526,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,9,1000_1499,"$1,000-$1,499",110886,485035,0.22861442988650305,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,9,1000_1499,"$1,000-$1,499",50347,245700,0.2049124949124949,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,9,1000_1499,"$1,000-$1,499",14845,74689,0.19875751449343276,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,9,1000_1499,"$1,000-$1,499",5960,26501,0.22489717369155882,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,10,1500_1999,"$1,500-$1,999",61574,485035,0.12694753986825694,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,10,1500_1999,"$1,500-$1,999",31165,245700,0.12684167684167685,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,10,1500_1999,"$1,500-$1,999",8192,74689,0.10968147920041774,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,10,1500_1999,"$1,500-$1,999",2343,26501,0.08841175804686616,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,11,2000_2499,"$2,000-$2,499",36359,485035,0.07496160070922717,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,11,2000_2499,"$2,000-$2,499",19819,245700,0.08066341066341066,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,11,2000_2499,"$2,000-$2,499",4532,74689,0.06067827926468422,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,11,2000_2499,"$2,000-$2,499",1053,26501,0.03973434964718312,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,12,2500_2999,"$2,500-$2,999",14049,485035,0.028964920057315453,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,12,2500_2999,"$2,500-$2,999",7963,245700,0.03240944240944241,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,12,2500_2999,"$2,500-$2,999",1686,74689,0.02257360521629691,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,12,2500_2999,"$2,500-$2,999",290,26501,0.010942983283649673,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,13,3000_3999,"$3,000-$3,999",10609,485035,0.021872648365581865,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,13,3000_3999,"$3,000-$3,999",9121,245700,0.03712250712250712,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,13,3000_3999,"$3,000-$3,999",2166,74689,0.029000254388196388,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,13,3000_3999,"$3,000-$3,999",509,26501,0.01920682238406098,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,1,1 child,14,4000more,"$4,000 or more",6020,485035,0.012411475460533776,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,2,2 children,14,4000more,"$4,000 or more",3578,245700,0.014562474562474562,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,3,3 children,14,4000more,"$4,000 or more",974,74689,0.013040742277979354,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2016,one_parent,One-parent families,4m,4+ children,14,4000more,"$4,000 or more",191,26501,0.0072072751971623715,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,1,negative_nil,Negative/Nil income,12312,559591,0.022001783445409238,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,1,negative_nil,Negative/Nil income,5305,284710,0.018632994977345368,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,1,negative_nil,Negative/Nil income,1246,86015,0.014485845492065337,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,1,negative_nil,Negative/Nil income,524,29957,0.017491738158026505,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,2,1_149,$1-$149,3241,559591,0.005791730031397931,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,2,1_149,$1-$149,953,284710,0.003347265638720101,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,2,1_149,$1-$149,151,86015,0.0017555077602743707,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,2,1_149,$1-$149,25,29957,0.0008345294922722569,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,3,150_299,$150-$299,8554,559591,0.015286164359326723,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,3,150_299,$150-$299,3331,284710,0.011699624178989147,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,3,150_299,$150-$299,613,86015,0.007126663953961518,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,3,150_299,$150-$299,183,29957,0.00610875588343292,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,4,300_399,$300-$399,14051,559591,0.025109410265711923,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,4,300_399,$300-$399,6523,284710,0.02291103227845878,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,4,300_399,$300-$399,1693,86015,0.01968261349764576,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,4,300_399,$300-$399,451,29957,0.015054912040591515,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,5,400_499,$400-$499,25687,559591,0.045903168564183486,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,5,400_499,$400-$499,11787,284710,0.04140002107407537,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,5,400_499,$400-$499,3767,86015,0.04379468697320235,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,5,400_499,$400-$499,1087,29957,0.03628534232399773,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,6,500_649,$500-$649,39218,559591,0.07008332871686643,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,6,500_649,$500-$649,22637,284710,0.07950897404376384,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,6,500_649,$500-$649,7480,86015,0.08696157646922048,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,6,500_649,$500-$649,2550,29957,0.0851220082117702,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,7,650_799,$650-$799,44727,559591,0.07992801885662922,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,7,650_799,$650-$799,26353,284710,0.09256085139264515,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,7,650_799,$650-$799,10131,86015,0.11778178224728245,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,7,650_799,$650-$799,3733,29957,0.1246119437860934,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,8,800_999,$800-$999,67869,559591,0.1212832229253151,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,8,800_999,$800-$999,26638,284710,0.09356186997295493,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,3,3 children,8,800_999,$800-$999,9994,86015,0.1161890367959077,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,4m,4+ children,8,800_999,$800-$999,4815,29957,0.1607303802116367,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,1,1 child,9,1000_1499,"$1,000-$1,499",134413,559591,0.24019864508185443,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
2021,one_parent,One-parent families,2,2 children,9,1000_1499,"$1,000-$1,499",59737,284710,0.20981700677882759,Summed from SA2 Census cells; small differences from published national totals can occur because Census cells are perturbed.
