geography,median_age,median_mortgage_monthly,median_personal_income_weekly,median_rent_weekly,median_family_income_weekly,avg_persons_per_bedroom,median_household_income_weekly,avg_household_size
Australia,38,1863,805,375,2120,0.8,1746,2.5
